41.3499622,19.8374292
41.3529442,19.7864549
41.1250495,20.089062
40.4636039,19.4745015
42.2841316,19.5184824
41.3374914,19.7840102
40.1980237,19.5931259
40.6336808,20.7678324
42.2051798,20.4085865
40.1473507,20.4885987
42.3351827,19.4352946
40.3019768,20.0070401
41.3282196,19.8699257
42.0528447,19.9972965
41.0985425,20.0093918
40.5331475,19.5823541
42.0676984,19.5114049
40.7261652,20.6455596
40.411056,19.8596099
41.0394864,19.5646938
41.313564,19.7937766
41.7473772,19.951946
42.1129466,20.3582109
40.484027,19.4460903
39.9154769,20.0278815
41.3398541,19.7714908
41.3594942,19.803148
40.609823,20.7879425
41.2718545,19.8306846
42.0928316,20.1020594
41.1372071,20.3880462
41.4209805,19.7108019
40.781336,20.8842143
40.3130451,19.9621217
40.054468,19.8255227
41.3292538,19.8205137
41.6012147,20.0004654
40.0588861,19.859747
40.4533237,19.4929824
41.0823067,20.6049076
40.7154791,19.9398649
40.847902,19.6382734
41.8345982,19.9580372
41.1115205,20.0658669
41.3666585,19.7885065
40.7106698,19.9472618
41.5709873,20.0535579
40.1570366,19.6254063
39.8487628,20.0302295
41.7235001,19.7819259
41.0507471,19.8240337
41.3340747,19.4760734
41.3887388,19.6983235
39.9065986,20.0275643
41.3464596,19.449708
41.3127331,19.8562307
41.350372,19.777352
41.3550717,19.5447692
41.3113303,19.8510752
41.2507931,19.5212622
41.3074765,19.4927521
41.2322345,19.5185261
40.1445238,20.4957565
41.5796423,19.6741155
40.6091384,20.7752525
41.6296269,20.4615912
41.7554358,19.6257186
40.7820316,20.8831769
42.1807432,19.4603331
41.3386146,19.4439537
41.3376009,19.816515
42.0178331,19.3739814
41.1768633,19.5424367
41.34339,19.480185
40.9748428,19.4813217
41.3670526,19.7732009
41.3649249,19.7706463
42.001507,19.6053729
40.7113303,19.9371471
41.3322782,19.7924207
42.3877199,20.17382
41.0185375,20.0806217
42.2048221,20.4096478
39.798388,20.0125709
40.1640043,19.6214993
42.0087268,19.6919493
42.1022087,20.2175907
41.3471132,19.4462628
40.8291819,19.6280131
41.3922822,19.7569605
41.3251125,19.8411688
40.4688346,19.5817834
42.100676,20.2177197
41.3425404,19.860385
39.8953783,20.0118326
41.392611,19.7547008
40.8902884,19.6790393
40.5030235,19.4642483
41.0722462,20.1124368
40.2324387,19.5641497
41.3391414,19.4860148
39.9754431,20.0146165
41.3586367,19.8437771
42.0616671,19.5264996
41.3953764,19.9255913
41.3219428,19.7888452
40.4874585,20.6778198
41.2275249,19.5121445
41.3241236,19.4498545
40.3430258,20.1694373
41.3179484,19.824766
41.3361517,19.9032021
